Date,REM,IWM,VWO
6/28/2012,14.08,77.31,38.32
6/29/2012,14.19,79.56,39.93
7/2/2012,14.34,80.48,39.97
7/3/2012,14.40,81.53,40.70
7/5/2012,14.43,81.44,40.35
7/6/2012,14.48,80.53,39.62
7/9/2012,14.50,80.22,39.44
7/10/2012,14.45,79.33,39.05
7/11/2012,14.37,79.06,39.23
7/12/2012,14.36,78.79,38.61
7/13/2012,14.44,79.77,39.33
7/16/2012,14.58,79.45,39.25
7/17/2012,14.67,79.73,39.72
7/18/2012,14.48,80.22,39.58
7/19/2012,14.45,79.95,39.98
7/20/2012,14.55,78.93,39.38
7/23/2012,14.59,77.67,38.42
7/24/2012,14.64,76.65,38.26
7/25/2012,14.67,76.82,38.42
7/26/2012,14.59,77.48,39.24
7/27/2012,14.73,79.32,40.39
7/30/2012,14.76,79.05,40.15
7/31/2012,14.74,78.35,40.01
8/1/2012,14.68,77.06,40.14
8/2/2012,14.66,76.78,39.58
8/3/2012,14.65,78.61,40.76
8/6/2012,14.47,79.22,41.01
8/7/2012,14.34,79.94,41.09
8/8/2012,14.39,79.82,41.21
8/9/2012,14.53,80.20,41.41
8/10/2012,14.54,79.92,41.60
8/13/2012,14.67,79.79,41.26
8/14/2012,14.72,79.60,41.27
8/15/2012,14.69,80.30,41.16
8/16/2012,14.61,81.14,41.58
8/17/2012,14.65,81.71,41.35
8/20/2012,14.72,81.53,41.35
8/21/2012,14.68,81.48,41.26
8/22/2012,14.68,81.09,41.29
8/23/2012,14.68,80.52,40.93
8/24/2012,14.78,80.74,40.95
8/27/2012,14.84,80.98,40.54
8/28/2012,14.89,81.35,40.47
8/29/2012,14.95,81.60,40.27
8/30/2012,14.93,80.79,39.78
8/31/2012,15.01,81.12,40.11
9/4/2012,15.10,82.11,39.92
9/5/2012,15.12,82.13,39.71
9/6/2012,15.18,83.64,40.56
9/7/2012,15.20,84.26,41.51
9/10/2012,15.27,83.88,41.01
9/11/2012,15.34,84.06,41.46
9/12/2012,15.41,84.49,41.64
9/13/2012,15.44,85.60,42.70
9/14/2012,15.53,86.40,43.22
9/17/2012,15.46,86.00,42.84
9/18/2012,15.40,85.72,42.81
9/19/2012,15.42,85.57,42.80
9/20/2012,15.52,85.19,42.59
9/21/2012,15.62,85.50,42.65
9/24/2012,15.61,84.89,42.11
9/25/2012,15.10,83.67,41.50
9/26/2012,15.00,83.14,41.31
9/27/2012,15.01,84.04,41.97
9/28/2012,15.03,83.44,41.72
10/1/2012,15.05,83.72,42.16
10/2/2012,15.19,83.88,42.13
10/3/2012,15.15,83.64,41.91
10/4/2012,15.11,84.21,42.30
10/5/2012,15.08,84.11,42.27
10/8/2012,15.05,83.58,41.88
10/9/2012,14.85,82.60,41.54
10/10/2012,14.64,82.47,41.33
10/11/2012,14.67,82.77,41.72
10/12/2012,14.48,82.10,41.60
10/15/2012,14.20,82.64,41.88
10/16/2012,14.37,83.25,42.25
10/17/2012,14.62,84.00,42.59
10/18/2012,14.71,83.54,42.47
10/19/2012,14.62,81.85,41.81
10/22/2012,14.55,81.83,42.24
10/23/2012,14.43,81.42,41.36
10/24/2012,14.57,81.20,41.43
10/25/2012,14.57,81.53,41.84
10/26/2012,14.47,81.14,41.55
10/31/2012,14.77,81.63,41.49
11/1/2012,14.75,82.49,42.10
11/2/2012,14.63,81.19,41.84
11/5/2012,14.59,81.73,42.04
11/6/2012,14.33,82.34,42.31
11/7/2012,13.96,80.34,41.67
11/8/2012,14.00,79.21,41.16
11/9/2012,13.99,79.38,41.31
11/12/2012,14.00,79.15,41.43
11/13/2012,13.57,78.70,41.04
11/14/2012,13.11,77.24,40.44
11/15/2012,13.41,76.84,40.58
11/16/2012,13.92,77.48,40.68
11/19/2012,13.98,79.12,41.40
11/20/2012,13.93,79.26,41.30
11/21/2012,13.98,79.68,41.24
11/23/2012,14.12,80.47,41.88
11/26/2012,14.16,80.73,41.94
11/27/2012,14.12,80.63,41.59
11/28/2012,14.15,81.31,41.79
11/29/2012,14.26,82.24,42.08
11/30/2012,14.32,82.08,42.02
12/3/2012,14.28,81.99,42.03
12/4/2012,14.25,82.09,42.14
12/5/2012,14.16,81.99,42.62
12/6/2012,14.19,82.12,42.89
12/7/2012,14.24,82.18,43.04
12/10/2012,14.35,82.54,43.33
12/11/2012,14.29,83.41,43.55
12/12/2012,14.16,82.94,43.72
12/13/2012,14.09,82.41,43.51
12/14/2012,13.99,82.36,43.73
12/17/2012,14.06,83.52,43.84
12/18/2012,14.16,84.66,44.11
12/19/2012,13.86,84.12,44.05
12/20/2012,13.91,84.54,43.90
12/21/2012,13.84,84.19,43.42
12/24/2012,13.80,83.78,43.33
12/26/2012,13.80,83.18,43.44
12/27/2012,13.70,83.12,43.75
12/28/2012,13.63,82.53,43.88
12/31/2012,13.67,84.32,44.53
1/2/2013,14.10,86.80,45.47
1/3/2013,14.21,86.60,45.20
1/4/2013,14.42,87.24,45.28
1/7/2013,14.41,86.91,44.89
1/8/2013,14.45,86.85,44.52
1/9/2013,14.48,87.27,44.78
1/10/2013,14.54,87.47,45.18
1/11/2013,14.61,87.34,44.84
1/14/2013,14.57,87.39,45.02
1/15/2013,14.62,87.77,44.85
1/16/2013,14.68,87.51,44.77
1/17/2013,14.76,88.32,45.08
1/18/2013,14.83,88.57,45.13
1/22/2013,14.94,89.21,45.09
1/23/2013,14.92,89.00,44.80
1/24/2013,14.83,89.29,44.67
1/25/2013,14.86,89.94,44.56
1/28/2013,14.90,90.00,44.23
1/29/2013,14.97,90.05,44.75
1/30/2013,14.98,88.97,44.52
1/31/2013,15.01,89.58,44.56
2/1/2013,15.05,90.37,44.86
2/4/2013,14.97,89.28,44.28
2/5/2013,15.01,90.08,44.41
2/6/2013,15.06,90.46,44.30
2/7/2013,14.86,90.16,43.94
2/8/2013,14.94,90.80,44.29
2/11/2013,15.00,90.70,44.27
2/12/2013,15.10,91.10,44.34
2/13/2013,15.21,91.48,44.52
2/14/2013,15.20,91.71,44.48
2/15/2013,15.16,91.74,44.41
2/19/2013,15.22,92.55,44.43
2/20/2013,15.04,90.83,44.02
2/21/2013,14.88,89.95,43.52
2/22/2013,14.98,91.03,43.69
2/25/2013,14.88,89.02,43.04
2/26/2013,15.00,89.37,43.33
2/27/2013,15.15,90.31,43.72
2/28/2013,15.23,90.48,43.51
3/1/2013,15.20,90.89,43.57
